timestamp,depth_target,depth_actual,error,pid_output,thrust_x,thrust_y,thrust_z,obstacle,acao
1751566323.9658012,1.3,16.61,-15.309999999999999,-12.134451851347551,0.4,0.0,-12.134451851347551,False,
1751566324.1436503,1.3,16.292,-14.992,-11.6377868629729,0.4,0.0,-11.6377868629729,False,
1751566324.3348837,1.3,16.046,-14.745999999999999,-11.539642029102897,0.4,0.0,-11.539642029102897,False,
1751566324.6067405,1.3,16.509,-15.209,-12.508339898499274,0.4,0.0,-12.508339898499274,False,
1751566324.7963986,1.3,15.625,-14.325,-10.530064423443488,0.4,0.0,-10.530064423443488,False,
1751566325.087002,1.3,15.581,-14.280999999999999,-11.394404064883311,0.4,0.0,-11.394404064883311,False,
1751566325.193349,1.3,15.986,-14.686,-12.495906854701271,0.4,0.0,-12.495906854701271,False,
1751566325.3534768,1.3,16.066,-14.765999999999998,-11.91336760592296,0.4,0.0,-11.91336760592296,False,
1751566325.6441455,1.3,16.157,-14.857,-11.948427223255585,0.4,0.0,-11.948427223255585,False,
1751566325.820285,1.3,15.622,-14.322,-10.853523029709153,0.4,0.0,-10.853523029709153,False,
1751566326.0062628,1.3,15.622,-14.322,-11.4576,0.4,0.0,-11.4576,False,
1751566326.2429998,1.3,15.583,-14.283,-11.393188346329119,0.4,0.0,-11.393188346329119,False,
timestamp,depth_target,depth_actual,error,pid_output,thrust_x,thrust_y,thrust_z,obstacle,acao
1751566373.067637,1.3,2.584,-1.284,-2.296441372353777,0.4,0.0,-2.296441372353777,False,
1751566373.2128532,1.3,2.577,-1.277,-1.0121068351458968,0.4,0.0,-1.0121068351458968,False,
1751566373.4340034,1.3,2.574,-1.2739999999999998,-1.016467702730579,0.4,0.0,-1.016467702730579,False,
1751566373.7140818,1.3,2.571,-1.2710000000000001,-1.0146617980869395,0.4,0.0,-1.0146617980869395,False,
1751566373.865531,1.3,2.568,-1.268,-1.0103981197423868,0.4,0.0,-1.0103981197423868,False,
1751566374.0860248,1.3,2.568,-1.268,-1.0144,0.4,0.0,-1.0144,False,
1751566374.2943249,1.3,2.563,-1.2630000000000001,-1.0055993443928883,0.4,0.0,-1.0055993443928883,False,
1751566374.4970016,1.3,2.56,-1.26,-1.0050476058410087,0.4,0.0,-1.0050476058410087,False,
1751566374.6382442,1.3,2.551,-1.2510000000000001,-0.9880971733161042,0.4,0.0,-0.9880971733161042,False,
1751566375.3106134,1.3,2.547,-1.247,-0.9964102075319696,0.4,0.0,-0.9964102075319696,False,
1751566375.5571318,1.3,2.521,-1.2209999999999999,-0.9556592728724906,0.4,0.0,-0.9556592728724906,False,
1751566375.7178466,1.3,2.512,-1.212,-0.9584305783143227,0.4,0.0,-0.9584305783143227,False,
1751566375.9363878,1.3,2.509,-1.2089999999999999,-0.9644510637647121,0.4,0.0,-0.9644510637647121,False,
1751566376.0837133,1.3,2.5,-1.2,-0.9478107007870838,0.4,0.0,-0.9478107007870838,False,
1751566376.3079784,1.3,2.496,-1.196,-0.9532332026566207,0.4,0.0,-0.9532332026566207,False,
1751566376.6076565,1.3,2.486,-1.1860000000000002,-0.9421264321911872,0.4,0.0,-0.9421264321911872,False,
1751566376.7853365,1.3,2.475,-1.175,-0.9276173769281865,0.4,0.0,-0.9276173769281865,False,
1751566377.000797,1.3,2.47,-1.1700000000000002,-0.9313589843175138,0.4,0.0,-0.9313589843175138,False,
1751566377.1398537,1.3,2.457,-1.1569999999999998,-0.9067625461643427,0.4,0.0,-0.9067625461643427,False,
1751566377.3578906,1.3,2.452,-1.152,-0.9170144224220023,0.4,0.0,-0.9170144224220023,False,
1751566377.4977958,1.3,2.438,-1.1380000000000001,-0.8897967628638098,0.4,0.0,-0.8897967628638098,False,
1751566377.6936972,1.3,2.431,-1.131,-0.8978664557014338,0.4,0.0,-0.8978664557014338,False,
1751566377.8566697,1.3,2.413,-1.1129999999999998,-0.8680923443767309,0.4,0.0,-0.8680923443767309,False,
1751566378.046606,1.3,2.407,-1.107,-0.8792346904964857,0.4,0.0,-0.8792346904964857,False,
1751566378.2251892,1.3,2.393,-1.0929999999999997,-0.8588466133389835,0.4,0.0,-0.8588466133389835,False,
1751566378.4144592,1.3,2.388,-1.0879999999999999,-0.8650763130872735,0.4,0.0,-0.8650763130872735,False,
